minute_of_day,sex,age_group,tier_code,tier_label,weighted_minutes,share
1320,female,65+,03,Caring for and helping household members,46256643,0.000259
1320,female,65+,04,Caring for and helping nonhousehold members,242817710,0.00136
1320,female,65+,05,Work and work-related activities,198853009,0.001114
1320,female,65+,06,Education,252653455,0.001415
1320,female,65+,07,Consumer purchases,263489166,0.001476
1320,female,65+,08,Professional and personal care services,117688566,0.000659
1320,female,65+,11,Eating and drinking,1107243933,0.006202
1320,female,65+,12,"Socializing, relaxing, and leisure",69942445633,0.391744
1320,female,65+,13,"Sports, exercise, and recreation",44911333,0.000252
1320,female,65+,14,Religious and spiritual activities,1777687201,0.009957
1320,female,65+,15,Volunteer activities,181051890,0.001014
1320,female,65+,16,Telephone calls,1179067540,0.006604
1320,female,65+,18,Traveling,1360665618,0.007621
1320,female,65+,50,Insufficient detail,674495069,0.003778
1335,male,15-24,01,Personal care (incl. sleep),58014630024,0.482625
1335,male,15-24,02,Household activities,818989404,0.006813
1335,male,15-24,05,Work and work-related activities,3804554735,0.03165
1335,male,15-24,06,Education,1412347906,0.011749
1335,male,15-24,07,Consumer purchases,54202650,0.000451
1335,male,15-24,11,Eating and drinking,1292807622,0.010755
1335,male,15-24,12,"Socializing, relaxing, and leisure",48103737277,0.400176
1335,male,15-24,13,"Sports, exercise, and recreation",578246967,0.00481
1335,male,15-24,14,Religious and spiritual activities,320354541,0.002665
1335,male,15-24,16,Telephone calls,2498815133,0.020788
1335,male,15-24,18,Traveling,2732962323,0.022736
1335,male,15-24,50,Insufficient detail,574816502,0.004782
1335,male,25-34,01,Personal care (incl. sleep),63887454927,0.52613
1335,male,25-34,02,Household activities,3559204790,0.029311
1335,male,25-34,03,Caring for and helping household members,1099377323,0.009054
1335,male,25-34,05,Work and work-related activities,4397308911,0.036213
1335,male,25-34,06,Education,568493498,0.004682
1335,male,25-34,08,Professional and personal care services,250752156,0.002065
1335,male,25-34,11,Eating and drinking,1938034246,0.01596
1335,male,25-34,12,"Socializing, relaxing, and leisure",38462350086,0.316748
1335,male,25-34,13,"Sports, exercise, and recreation",2559038387,0.021074
1335,male,25-34,14,Religious and spiritual activities,257488600,0.00212
1335,male,25-34,16,Telephone calls,2498537987,0.020576
1335,male,25-34,18,Traveling,1542711469,0.012705
1335,male,25-34,50,Insufficient detail,408206344,0.003362
1335,male,35-44,01,Personal care (incl. sleep),63743225986,0.5289
1335,male,35-44,02,Household activities,3885867794,0.032242
1335,male,35-44,03,Caring for and helping household members,1128289260,0.009362
1335,male,35-44,05,Work and work-related activities,8512613399,0.070632
1335,male,35-44,06,Education,236805382,0.001965
1335,male,35-44,07,Consumer purchases,134866914,0.001119
1335,male,35-44,11,Eating and drinking,3276947965,0.02719
1335,male,35-44,12,"Socializing, relaxing, and leisure",34684795334,0.287792
1335,male,35-44,13,"Sports, exercise, and recreation",286299873,0.002376
1335,male,35-44,14,Religious and spiritual activities,272688327,0.002263
1335,male,35-44,16,Telephone calls,826524742,0.006858
1335,male,35-44,18,Traveling,2588031934,0.021474
1335,male,35-44,50,Insufficient detail,943492713,0.007828
1335,male,45-54,01,Personal care (incl. sleep),62464789664,0.573416
1335,male,45-54,02,Household activities,2761533456,0.02535
1335,male,45-54,03,Caring for and helping household members,1134332801,0.010413
1335,male,45-54,05,Work and work-related activities,5819013690,0.053418
1335,male,45-54,07,Consumer purchases,444910654,0.004084
1335,male,45-54,11,Eating and drinking,449369113,0.004125
1335,male,45-54,12,"Socializing, relaxing, and leisure",32524414918,0.298569
1335,male,45-54,13,"Sports, exercise, and recreation",444278177,0.004078
1335,male,45-54,14,Religious and spiritual activities,112488045,0.001033
1335,male,45-54,15,Volunteer activities,117362890,0.001077
1335,male,45-54,16,Telephone calls,153282735,0.001407
1335,male,45-54,18,Traveling,2082159749,0.019114
1335,male,45-54,50,Insufficient detail,426556011,0.003916
1335,male,55-64,01,Personal care (incl. sleep),67952291372,0.613889
1335,male,55-64,02,Household activities,2347010564,0.021203
1335,male,55-64,05,Work and work-related activities,4853993239,0.043852
1335,male,55-64,06,Education,183795401,0.00166
1335,male,55-64,07,Consumer purchases,80747137,0.000729
1335,male,55-64,11,Eating and drinking,1289540440,0.01165
1335,male,55-64,12,"Socializing, relaxing, and leisure",31133601149,0.281265
1335,male,55-64,13,"Sports, exercise, and recreation",68942296,0.000623
1335,male,55-64,14,Religious and spiritual activities,65368251,0.000591
1335,male,55-64,16,Telephone calls,31144463,0.000281
1335,male,55-64,18,Traveling,2074510162,0.018741
1335,male,55-64,50,Insufficient detail,610513765,0.005515
1335,male,65+,01,Personal care (incl. sleep),84833031175,0.567676
1335,male,65+,02,Household activities,2787664374,0.018654
1335,male,65+,03,Caring for and helping household members,618747662,0.00414
1335,male,65+,05,Work and work-related activities,997414427,0.006674
1335,male,65+,06,Education,62703560,0.00042
1335,male,65+,11,Eating and drinking,1161344189,0.007771
1335,male,65+,12,"Socializing, relaxing, and leisure",55016865188,0.368155
1335,male,65+,13,"Sports, exercise, and recreation",376304350,0.002518
1335,male,65+,14,Religious and spiritual activities,1449393052,0.009699
1335,male,65+,15,Volunteer activities,120468900,0.000806
1335,male,65+,16,Telephone calls,426980047,0.002857
1335,male,65+,18,Traveling,1352431252,0.00905
1335,male,65+,50,Insufficient detail,235930155,0.001579
1335,female,15-24,01,Personal care (incl. sleep),63210471346,0.537601
1335,female,15-24,02,Household activities,3755830060,0.031943
1335,female,15-24,03,Caring for and helping household members,1143352037,0.009724
1335,female,15-24,04,Caring for and helping nonhousehold members,54015623,0.000459
1335,female,15-24,05,Work and work-related activities,2308906824,0.019637
1335,female,15-24,06,Education,2712939983,0.023073
1335,female,15-24,07,Consumer purchases,103757488,0.000882
1335,female,15-24,11,Eating and drinking,4573744720,0.038899
1335,female,15-24,12,"Socializing, relaxing, and leisure",29834256605,0.253738
1335,female,15-24,13,"Sports, exercise, and recreation",455006389,0.00387
1335,female,15-24,14,Religious and spiritual activities,792424762,0.00674
1335,female,15-24,15,Volunteer activities,88698222,0.000754
1335,female,15-24,16,Telephone calls,4568869433,0.038858
1335,female,15-24,18,Traveling,3673763131,0.031245
1335,female,15-24,50,Insufficient detail,302768942,0.002575
1335,female,25-34,01,Personal care (incl. sleep),71972621392,0.587652
1335,female,25-34,02,Household activities,3046045561,0.024871
1335,female,25-34,03,Caring for and helping household members,3355034989,0.027394
1335,female,25-34,05,Work and work-related activities,3072308863,0.025085
1335,female,25-34,06,Education,727930427,0.005944
1335,female,25-34,07,Consumer purchases,4219197,0.000034
1335,female,25-34,11,Eating and drinking,5167098319,0.042189
1335,female,25-34,12,"Socializing, relaxing, and leisure",29941860236,0.244474
1335,female,25-34,13,"Sports, exercise, and recreation",152029245,0.001241
1335,female,25-34,14,Religious and spiritual activities,232006005,0.001894
1335,female,25-34,15,Volunteer activities,1231410762,0.010054
1335,female,25-34,16,Telephone calls,1331550209,0.010872
1335,female,25-34,18,Traveling,1865739897,0.015234
1335,female,25-34,50,Insufficient detail,375011801,0.003062
1335,female,35-44,01,Personal care (incl. sleep),71679977155,0.58739
1335,female,35-44,02,Household activities,5270740647,0.043192
1335,female,35-44,03,Caring for and helping household members,1485773051,0.012175
1335,female,35-44,04,Caring for and helping nonhousehold members,258771677,0.002121
1335,female,35-44,05,Work and work-related activities,4139792485,0.033924
1335,female,35-44,06,Education,467687588,0.003833
1335,female,35-44,07,Consumer purchases,268849483,0.002203
1335,female,35-44,08,Professional and personal care services,298260530,0.002444
1335,female,35-44,11,Eating and drinking,1880914763,0.015413
1335,female,35-44,12,"Socializing, relaxing, and leisure",31358036549,0.256967
1335,female,35-44,13,"Sports, exercise, and recreation",111331665,0.000912
1335,female,35-44,14,Religious and spiritual activities,966175670,0.007917
1335,female,35-44,16,Telephone calls,286629244,0.002349
1335,female,35-44,18,Traveling,2751906548,0.022551
1335,female,35-44,50,Insufficient detail,806377152,0.006608
1335,female,45-54,01,Personal care (incl. sleep),70404666557,0.635174
1335,female,45-54,02,Household activities,4266844498,0.038494
1335,female,45-54,03,Caring for and helping household members,2120667130,0.019132
1335,female,45-54,05,Work and work-related activities,3870790849,0.034921
1335,female,45-54,06,Education,242347596,0.002186
1335,female,45-54,07,Consumer purchases,71362625,0.000644
1335,female,45-54,08,Professional and personal care services,237503282,0.002143
1335,female,45-54,11,Eating and drinking,279502123,0.002522
1335,female,45-54,12,"Socializing, relaxing, and leisure",25220405833,0.227532
1335,female,45-54,13,"Sports, exercise, and recreation",143949195,0.001299
1335,female,45-54,14,Religious and spiritual activities,585550319,0.005283
1335,female,45-54,16,Telephone calls,668279795,0.006029
1335,female,45-54,18,Traveling,1993167947,0.017982
1335,female,45-54,50,Insufficient detail,738074225,0.006659
1335,female,55-64,01,Personal care (incl. sleep),76268872092,0.659769
1335,female,55-64,02,Household activities,4950079884,0.042821
1335,female,55-64,04,Caring for and helping nonhousehold members,424204145,0.00367
1335,female,55-64,05,Work and work-related activities,1582638841,0.013691
1335,female,55-64,07,Consumer purchases,196440336,0.001699
1335,female,55-64,11,Eating and drinking,1422875064,0.012309
1335,female,55-64,12,"Socializing, relaxing, and leisure",27577734970,0.238563
1335,female,55-64,13,"Sports, exercise, and recreation",142879176,0.001236
1335,female,55-64,14,Religious and spiritual activities,415371124,0.003593
1335,female,55-64,15,Volunteer activities,61367010,0.000531
1335,female,55-64,16,Telephone calls,872744255,0.00755
1335,female,55-64,18,Traveling,1426862181,0.012343
1335,female,55-64,50,Insufficient detail,257370541,0.002226
1335,female,65+,01,Personal care (incl. sleep),101867933873,0.570558
1335,female,65+,02,Household activities,3547355018,0.019869
1335,female,65+,03,Caring for and helping household members,254163003,0.001424
1335,female,65+,04,Caring for and helping nonhousehold members,181561050,0.001017
1335,female,65+,05,Work and work-related activities,188102008,0.001054
1335,female,65+,06,Education,252653455,0.001415
1335,female,65+,07,Consumer purchases,169313821,0.000948
1335,female,65+,08,Professional and personal care services,117688566,0.000659
1335,female,65+,11,Eating and drinking,778218583,0.004359
1335,female,65+,12,"Socializing, relaxing, and leisure",66736307540,0.373787
1335,female,65+,13,"Sports, exercise, and recreation",44911333,0.000252
1335,female,65+,14,Religious and spiritual activities,1512161103,0.00847
1335,female,65+,15,Volunteer activities,273565176,0.001532
1335,female,65+,16,Telephone calls,1206347847,0.006757
1335,female,65+,18,Traveling,839324760,0.004701
1335,female,65+,50,Insufficient detail,571376437,0.0032
1350,male,15-24,01,Personal care (incl. sleep),66461053671,0.552891
1350,male,15-24,02,Household activities,1310827059,0.010905
1350,male,15-24,05,Work and work-related activities,3993189315,0.033219
1350,male,15-24,06,Education,759170153,0.006316
1350,male,15-24,11,Eating and drinking,983419057,0.008181
1350,male,15-24,12,"Socializing, relaxing, and leisure",41635357848,0.346365
1350,male,15-24,13,"Sports, exercise, and recreation",578246967,0.00481
1350,male,15-24,16,Telephone calls,2387460872,0.019861
1350,male,15-24,18,Traveling,1271398858,0.010577
1350,male,15-24,50,Insufficient detail,826341283,0.006874
1350,male,25-34,01,Personal care (incl. sleep),72881330427,0.600197
1350,male,25-34,02,Household activities,2029069583,0.01671
1350,male,25-34,03,Caring for and helping household members,1370412244,0.011286
1350,male,25-34,05,Work and work-related activities,3657947740,0.030124
1350,male,25-34,06,Education,568493498,0.004682
1350,male,25-34,08,Professional and personal care services,250752156,0.002065
1350,male,25-34,11,Eating and drinking,1312114570,0.010806
1350,male,25-34,12,"Socializing, relaxing, and leisure",34168696083,0.281388
1350,male,25-34,13,"Sports, exercise, and recreation",2253669087,0.01856
1350,male,25-34,14,Religious and spiritual activities,257488600,0.00212
1350,male,25-34,16,Telephone calls,1107215630,0.009118
1350,male,25-34,18,Traveling,1403087076,0.011555
1350,male,25-34,50,Insufficient detail,168682029,0.001389
1350,male,35-44,01,Personal care (incl. sleep),74939908312,0.621802
1350,male,35-44,02,Household activities,2284896114,0.018959
1350,male,35-44,03,Caring for and helping household members,1005369801,0.008342
1350,male,35-44,05,Work and work-related activities,7390956274,0.061325
1350,male,35-44,06,Education,481462785,0.003995
1350,male,35-44,07,Consumer purchases,44955638,0.000373
1350,male,35-44,11,Eating and drinking,1875146557,0.015559
1350,male,35-44,12,"Socializing, relaxing, and leisure",29242535995,0.242635
1350,male,35-44,13,"Sports, exercise, and recreation",246514086,0.002045
1350,male,35-44,14,Religious and spiritual activities,234796034,0.001948
1350,male,35-44,16,Telephone calls,212633364,0.001764
1350,male,35-44,18,Traveling,2028929847,0.016835
1350,male,35-44,50,Insufficient detail,532344816,0.004417
1350,male,45-54,01,Personal care (incl. sleep),71383387831,0.655287
1350,male,45-54,02,Household activities,1899960356,0.017441
1350,male,45-54,03,Caring for and helping household members,447087927,0.004104
1350,male,45-54,04,Caring for and helping nonhousehold members,90018347,0.000826
1350,male,45-54,05,Work and work-related activities,5228061754,0.047993
1350,male,45-54,07,Consumer purchases,53442531,0.000491
1350,male,45-54,11,Eating and drinking,313166444,0.002875
1350,male,45-54,12,"Socializing, relaxing, and leisure",26956777028,0.247459
1350,male,45-54,13,"Sports, exercise, and recreation",304885870,0.002799
1350,male,45-54,14,Religious and spiritual activities,13677886,0.000126
1350,male,45-54,15,Volunteer activities,117362890,0.001077
1350,male,45-54,16,Telephone calls,111379409,0.001022
1350,male,45-54,18,Traveling,1868742751,0.017155
1350,male,45-54,50,Insufficient detail,146540879,0.001345
1350,male,55-64,01,Personal care (incl. sleep),75669210254,0.683605
1350,male,55-64,02,Household activities,2040759361,0.018436
1350,male,55-64,05,Work and work-related activities,5580677103,0.050417
1350,male,55-64,06,Education,183795401,0.00166
1350,male,55-64,07,Consumer purchases,80747137,0.000729
1350,male,55-64,11,Eating and drinking,497281870,0.004493
1350,male,55-64,12,"Socializing, relaxing, and leisure",24891206285,0.22487
1350,male,55-64,14,Religious and spiritual activities,159902836,0.001445
1350,male,55-64,16,Telephone calls,93433388,0.000844
1350,male,55-64,18,Traveling,1139533368,0.010295
1350,male,55-64,50,Insufficient detail,354911234,0.003206
1350,male,65+,01,Personal care (incl. sleep),96388402556,0.645
1350,male,65+,02,Household activities,2006156502,0.013425
1350,male,65+,03,Caring for and helping household members,445268111,0.00298
1350,male,65+,05,Work and work-related activities,951340561,0.006366
1350,male,65+,11,Eating and drinking,751526982,0.005029
1350,male,65+,12,"Socializing, relaxing, and leisure",45305194297,0.303168
1350,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
1350,male,65+,14,Religious and spiritual activities,1212106968,0.008111
1350,male,65+,15,Volunteer activities,66584762,0.000446
1350,male,65+,16,Telephone calls,346805114,0.002321
1350,male,65+,18,Traveling,1633563249,0.010931
1350,male,65+,50,Insufficient detail,178150546,0.001192
1350,female,15-24,01,Personal care (incl. sleep),71750107447,0.61023
1350,female,15-24,02,Household activities,3340277382,0.028409
1350,female,15-24,03,Caring for and helping household members,1547542490,0.013162
1350,female,15-24,05,Work and work-related activities,2077420404,0.017668
1350,female,15-24,06,Education,2712939983,0.023073
1350,female,15-24,07,Consumer purchases,438678013,0.003731
1350,female,15-24,11,Eating and drinking,4135189958,0.03517
1350,female,15-24,12,"Socializing, relaxing, and leisure",24421300642,0.207702
1350,female,15-24,13,"Sports, exercise, and recreation",261942287,0.002228
1350,female,15-24,15,Volunteer activities,88698222,0.000754
1350,female,15-24,16,Telephone calls,2406728054,0.020469
1350,female,15-24,18,Traveling,3218390511,0.027372
1350,female,15-24,50,Insufficient detail,1179590170,0.010032
1350,female,25-34,01,Personal care (incl. sleep),84275200666,0.688102
1350,female,25-34,02,Household activities,2558540030,0.02089
1350,female,25-34,03,Caring for and helping household members,2311045610,0.01887
1350,female,25-34,05,Work and work-related activities,2365820888,0.019317
1350,female,25-34,06,Education,727930427,0.005944
1350,female,25-34,09,Household services,81299699,0.000664
1350,female,25-34,11,Eating and drinking,1467801775,0.011985
1350,female,25-34,12,"Socializing, relaxing, and leisure",25098257779,0.204926
1350,female,25-34,13,"Sports, exercise, and recreation",152029245,0.001241
1350,female,25-34,14,Religious and spiritual activities,144855905,0.001183
1350,female,25-34,15,Volunteer activities,1231410762,0.010054
1350,female,25-34,16,Telephone calls,582528833,0.004756
1350,female,25-34,18,Traveling,1339616235,0.010938
1350,female,25-34,50,Insufficient detail,138529049,0.001131
1350,female,35-44,01,Personal care (incl. sleep),82196018129,0.673565
1350,female,35-44,02,Household activities,2943485222,0.024121
1350,female,35-44,03,Caring for and helping household members,1227860515,0.010062
1350,female,35-44,04,Caring for and helping nonhousehold members,47032917,0.000385
1350,female,35-44,05,Work and work-related activities,4244273790,0.03478
1350,female,35-44,06,Education,773799393,0.006341
1350,female,35-44,07,Consumer purchases,586848752,0.004809
1350,female,35-44,08,Professional and personal care services,129819738,0.001064
1350,female,35-44,11,Eating and drinking,1133915518,0.009292
1350,female,35-44,12,"Socializing, relaxing, and leisure",25547980936,0.209356
1350,female,35-44,13,"Sports, exercise, and recreation",111331665,0.000912
1350,female,35-44,14,Religious and spiritual activities,317136229,0.002599
1350,female,35-44,16,Telephone calls,382534956,0.003135
1350,female,35-44,18,Traveling,1622482103,0.013296
1350,female,35-44,50,Insufficient detail,766704345,0.006283
1350,female,45-54,01,Personal care (incl. sleep),77202841395,0.696506
1350,female,45-54,02,Household activities,3873206326,0.034943
1350,female,45-54,03,Caring for and helping household members,1010828280,0.009119
1350,female,45-54,04,Caring for and helping nonhousehold members,147175898,0.001328
1350,female,45-54,05,Work and work-related activities,3277650632,0.02957
1350,female,45-54,06,Education,242347596,0.002186
1350,female,45-54,07,Consumer purchases,262415099,0.002367
1350,female,45-54,08,Professional and personal care services,237503282,0.002143
1350,female,45-54,11,Eating and drinking,252066785,0.002274
1350,female,45-54,12,"Socializing, relaxing, and leisure",20886756805,0.188435
1350,female,45-54,13,"Sports, exercise, and recreation",143949195,0.001299
1350,female,45-54,14,Religious and spiritual activities,488919954,0.004411
1350,female,45-54,16,Telephone calls,678792359,0.006124
1350,female,45-54,18,Traveling,1652431174,0.014908
1350,female,45-54,50,Insufficient detail,486227193,0.004387
1350,female,55-64,01,Personal care (incl. sleep),82627360982,0.714773
1350,female,55-64,02,Household activities,5041239120,0.04361
1350,female,55-64,03,Caring for and helping household members,75643945,0.000654
1350,female,55-64,04,Caring for and helping nonhousehold members,490992826,0.004247
1350,female,55-64,05,Work and work-related activities,1496410733,0.012945
1350,female,55-64,07,Consumer purchases,130960224,0.001133
1350,female,55-64,11,Eating and drinking,514586889,0.004451
1350,female,55-64,12,"Socializing, relaxing, and leisure",23458201867,0.202927
1350,female,55-64,13,"Sports, exercise, and recreation",47626392,0.000412
1350,female,55-64,14,Religious and spiritual activities,449349658,0.003887
1350,female,55-64,15,Volunteer activities,120631065,0.001044
1350,female,55-64,16,Telephone calls,495544444,0.004287
1350,female,55-64,18,Traveling,469661666,0.004063
1350,female,55-64,50,Insufficient detail,181229807,0.001568
1350,female,65+,01,Personal care (incl. sleep),119779181576,0.670878
1350,female,65+,02,Household activities,1595450157,0.008936
1350,female,65+,03,Caring for and helping household members,197474527,0.001106
1350,female,65+,04,Caring for and helping nonhousehold members,100201304,0.000561
1350,female,65+,05,Work and work-related activities,188102008,0.001054
1350,female,65+,06,Education,252653455,0.001415
1350,female,65+,07,Consumer purchases,112302995,0.000629
1350,female,65+,08,Professional and personal care services,117688566,0.000659
1350,female,65+,11,Eating and drinking,660141241,0.003697
1350,female,65+,12,"Socializing, relaxing, and leisure",52285659584,0.29285
1350,female,65+,13,"Sports, exercise, and recreation",224812317,0.001259
1350,female,65+,14,Religious and spiritual activities,776568021,0.00435
1350,female,65+,15,Volunteer activities,273565176,0.001532
1350,female,65+,16,Telephone calls,798151690,0.00447
1350,female,65+,18,Traveling,860335535,0.004819
1350,female,65+,50,Insufficient detail,318695422,0.001785
1365,male,15-24,01,Personal care (incl. sleep),69221431731,0.575854
1365,male,15-24,02,Household activities,580335164,0.004828
1365,male,15-24,05,Work and work-related activities,2998139699,0.024942
1365,male,15-24,06,Education,1042051129,0.008669
1365,male,15-24,11,Eating and drinking,1428702899,0.011885
1365,male,15-24,12,"Socializing, relaxing, and leisure",39618165583,0.329584
1365,male,15-24,13,"Sports, exercise, and recreation",578246967,0.00481
1365,male,15-24,16,Telephone calls,2214993795,0.018427
1365,male,15-24,18,Traveling,1769823771,0.014723
1365,male,15-24,50,Insufficient detail,754574345,0.006277
1365,male,25-34,01,Personal care (incl. sleep),73735483891,0.607231
1365,male,25-34,02,Household activities,2125951803,0.017508
1365,male,25-34,03,Caring for and helping household members,1316730557,0.010844
1365,male,25-34,05,Work and work-related activities,3657947740,0.030124
1365,male,25-34,06,Education,568493498,0.004682
1365,male,25-34,08,Professional and personal care services,250752156,0.002065
1365,male,25-34,11,Eating and drinking,1214395066,0.010001
1365,male,25-34,12,"Socializing, relaxing, and leisure",34309730252,0.28255
1365,male,25-34,13,"Sports, exercise, and recreation",2253669087,0.01856
1365,male,25-34,14,Religious and spiritual activities,257488600,0.00212
1365,male,25-34,16,Telephone calls,892203432,0.007348
1365,male,25-34,18,Traveling,804391815,0.006624
1365,male,25-34,50,Insufficient detail,41720826,0.000344
1365,male,35-44,01,Personal care (incl. sleep),78922919898,0.654851
1365,male,35-44,02,Household activities,1832632229,0.015206
1365,male,35-44,03,Caring for and helping household members,1027516812,0.008526
1365,male,35-44,05,Work and work-related activities,7689831635,0.063805
1365,male,35-44,06,Education,481462785,0.003995
1365,male,35-44,11,Eating and drinking,1736270212,0.014406
1365,male,35-44,12,"Socializing, relaxing, and leisure",26218787012,0.217546
1365,male,35-44,13,"Sports, exercise, and recreation",246514086,0.002045
1365,male,35-44,14,Religious and spiritual activities,234796034,0.001948
1365,male,35-44,16,Telephone calls,79754964,0.000662
1365,male,35-44,18,Traveling,1684546745,0.013977
1365,male,35-44,50,Insufficient detail,365417210,0.003032
1365,male,45-54,01,Personal care (incl. sleep),74445790095,0.6834
1365,male,45-54,02,Household activities,1544262842,0.014176
1365,male,45-54,03,Caring for and helping household members,341940409,0.003139
1365,male,45-54,04,Caring for and helping nonhousehold members,257448020,0.002363
1365,male,45-54,05,Work and work-related activities,5325118574,0.048884
1365,male,45-54,11,Eating and drinking,375483659,0.003447
1365,male,45-54,12,"Socializing, relaxing, and leisure",24708787795,0.226822
1365,male,45-54,13,"Sports, exercise, and recreation",878442414,0.008064
1365,male,45-54,15,Volunteer activities,138156297,0.001268
1365,male,45-54,16,Telephone calls,100903578,0.000926
1365,male,45-54,18,Traveling,671617341,0.006165
1365,male,45-54,50,Insufficient detail,146540879,0.001345
1365,male,55-64,01,Personal care (incl. sleep),76895653053,0.694685
1365,male,55-64,02,Household activities,2095189550,0.018928
1365,male,55-64,05,Work and work-related activities,4891423907,0.04419
1365,male,55-64,06,Education,183795401,0.00166
1365,male,55-64,07,Consumer purchases,80747137,0.000729
1365,male,55-64,11,Eating and drinking,822273866,0.007429
1365,male,55-64,12,"Socializing, relaxing, and leisure",23989678294,0.216726
1365,male,55-64,14,Religious and spiritual activities,94534586,0.000854
1365,male,55-64,16,Telephone calls,62288925,0.000563
1365,male,55-64,18,Traveling,1247126260,0.011267
1365,male,55-64,50,Insufficient detail,328747258,0.00297
1365,male,65+,01,Personal care (incl. sleep),99728093399,0.667349
1365,male,65+,02,Household activities,1491280100,0.009979
1365,male,65+,03,Caring for and helping household members,161842964,0.001083
1365,male,65+,05,Work and work-related activities,951340561,0.006366
1365,male,65+,11,Eating and drinking,484494272,0.003242
1365,male,65+,12,"Socializing, relaxing, and leisure",43750149798,0.292762
1365,male,65+,13,"Sports, exercise, and recreation",154178684,0.001032
1365,male,65+,14,Religious and spiritual activities,1171300134,0.007838
1365,male,65+,15,Volunteer activities,66584762,0.000446
1365,male,65+,16,Telephone calls,346805114,0.002321
1365,male,65+,18,Traveling,993254183,0.006647
1365,male,65+,50,Insufficient detail,139954359,0.000937
1365,female,15-24,01,Personal care (incl. sleep),75904210791,0.64556
1365,female,15-24,02,Household activities,2514407147,0.021385
1365,female,15-24,03,Caring for and helping household members,1138445533,0.009682
1365,female,15-24,05,Work and work-related activities,1717923007,0.014611
1365,female,15-24,06,Education,2634408411,0.022405
1365,female,15-24,07,Consumer purchases,438678013,0.003731
1365,female,15-24,11,Eating and drinking,2955341908,0.025135
1365,female,15-24,12,"Socializing, relaxing, and leisure",23765686620,0.202126
1365,female,15-24,13,"Sports, exercise, and recreation",165410236,0.001407
1365,female,15-24,15,Volunteer activities,88698222,0.000754
1365,female,15-24,16,Telephone calls,2749437772,0.023384
1365,female,15-24,18,Traveling,2305671674,0.01961
1365,female,15-24,50,Insufficient detail,1200486230,0.01021
1365,female,25-34,01,Personal care (incl. sleep),87329518409,0.71304
1365,female,25-34,02,Household activities,2442718178,0.019945
1365,female,25-34,03,Caring for and helping household members,1982473483,0.016187
1365,female,25-34,05,Work and work-related activities,2309083704,0.018854
1365,female,25-34,06,Education,727930427,0.005944
1365,female,25-34,11,Eating and drinking,747381936,0.006102
1365,female,25-34,12,"Socializing, relaxing, and leisure",23155720620,0.189065
1365,female,25-34,13,"Sports, exercise, and recreation",91217547,0.000745
1365,female,25-34,14,Religious and spiritual activities,144855905,0.001183
1365,female,25-34,15,Volunteer activities,1231410762,0.010054
1365,female,25-34,16,Telephone calls,146632260,0.001197
1365,female,25-34,18,Traveling,1287614826,0.010513
1365,female,25-34,50,Insufficient detail,878308847,0.007171
1365,female,35-44,01,Personal care (incl. sleep),85905784310,0.703966
1365,female,35-44,02,Household activities,1991719973,0.016321
1365,female,35-44,03,Caring for and helping household members,551932612,0.004523
1365,female,35-44,04,Caring for and helping nonhousehold members,37521420,0.000307
1365,female,35-44,05,Work and work-related activities,4095875105,0.033564
1365,female,35-44,06,Education,773799393,0.006341
1365,female,35-44,08,Professional and personal care services,129819738,0.001064
1365,female,35-44,11,Eating and drinking,1443851778,0.011832
1365,female,35-44,12,"Socializing, relaxing, and leisure",24041526218,0.197011
1365,female,35-44,13,"Sports, exercise, and recreation",111331665,0.000912
1365,female,35-44,14,Religious and spiritual activities,162827858,0.001334
1365,female,35-44,16,Telephone calls,453299608,0.003715
1365,female,35-44,18,Traveling,1658602824,0.013592
1365,female,35-44,50,Insufficient detail,673331705,0.005518
1365,female,45-54,01,Personal care (incl. sleep),80604941061,0.727198
1365,female,45-54,02,Household activities,3694438121,0.03333
1365,female,45-54,03,Caring for and helping household members,605961758,0.005467
1365,female,45-54,04,Caring for and helping nonhousehold members,157688462,0.001423
1365,female,45-54,05,Work and work-related activities,3244465587,0.029271
1365,female,45-54,06,Education,242347596,0.002186
1365,female,45-54,07,Consumer purchases,71362625,0.000644
1365,female,45-54,08,Professional and personal care services,237503282,0.002143
1365,female,45-54,11,Eating and drinking,634710594,0.005726
1365,female,45-54,12,"Socializing, relaxing, and leisure",18499990424,0.166902
1365,female,45-54,13,"Sports, exercise, and recreation",143949195,0.001299
1365,female,45-54,14,Religious and spiritual activities,330347517,0.00298
1365,female,45-54,16,Telephone calls,668279795,0.006029
1365,female,45-54,18,Traveling,1162586915,0.010489
1365,female,45-54,50,Insufficient detail,544539043,0.004913
1365,female,55-64,01,Personal care (incl. sleep),83688688975,0.723954
1365,female,55-64,02,Household activities,4173364220,0.036102
1365,female,55-64,03,Caring for and helping household members,113465918,0.000982
1365,female,55-64,04,Caring for and helping nonhousehold members,276891178,0.002395
1365,female,55-64,05,Work and work-related activities,1845660943,0.015966
1365,female,55-64,11,Eating and drinking,229164395,0.001982
1365,female,55-64,12,"Socializing, relaxing, and leisure",23288877017,0.201462
1365,female,55-64,14,Religious and spiritual activities,435294467,0.003766
1365,female,55-64,15,Volunteer activities,120631065,0.001044
1365,female,55-64,16,Telephone calls,502356204,0.004346
1365,female,55-64,18,Traveling,743815430,0.006434
1365,female,55-64,50,Insufficient detail,181229807,0.001568
