minute_of_day,diary_minute,tier_code,tier_label,weighted_minutes,share
1022,782,01,Personal care (incl. sleep),5510251938,0.055165
1022,782,02,Household activities,16715965243,0.16735
1022,782,03,Caring for and helping household members,3063433729,0.030669
1022,782,04,Caring for and helping nonhousehold members,916609531,0.009177
1022,782,05,Work and work-related activities,13919156690,0.13935
1022,782,06,Education,1587091799,0.015889
1022,782,07,Consumer purchases,2509850304,0.025127
1022,782,08,Professional and personal care services,539065734,0.005397
1022,782,09,Household services,75992412,0.000761
1022,782,10,Government services and civic obligations,4829683,0.000048
1022,782,11,Eating and drinking,8861106384,0.088712
1022,782,12,"Socializing, relaxing, and leisure",28574645219,0.286073
1022,782,13,"Sports, exercise, and recreation",2293862574,0.022965
1022,782,14,Religious and spiritual activities,393594790,0.00394
1022,782,15,Volunteer activities,660932574,0.006617
1022,782,16,Telephone calls,948508973,0.009496
1022,782,18,Traveling,12652159623,0.126666
1022,782,50,Insufficient detail,658911716,0.006597
1023,783,01,Personal care (incl. sleep),5430740627,0.054369
1023,783,02,Household activities,16688986521,0.16708
1023,783,03,Caring for and helping household members,3026227663,0.030297
1023,783,04,Caring for and helping nonhousehold members,905265167,0.009063
1023,783,05,Work and work-related activities,13905161423,0.13921
1023,783,06,Education,1551491862,0.015533
1023,783,07,Consumer purchases,2477109180,0.024799
1023,783,08,Professional and personal care services,539065734,0.005397
1023,783,09,Household services,75992412,0.000761
1023,783,10,Government services and civic obligations,4829683,0.000048
1023,783,11,Eating and drinking,8844811772,0.088549
1023,783,12,"Socializing, relaxing, and leisure",28638606317,0.286713
1023,783,13,"Sports, exercise, and recreation",2293862574,0.022965
1023,783,14,Religious and spiritual activities,393594790,0.00394
1023,783,15,Volunteer activities,660932574,0.006617
1023,783,16,Telephone calls,966000238,0.009671
1023,783,18,Traveling,12830603816,0.128453
1023,783,50,Insufficient detail,652686564,0.006534
1024,784,01,Personal care (incl. sleep),5425579396,0.054318
1024,784,02,Household activities,16733448479,0.167526
1024,784,03,Caring for and helping household members,3026227663,0.030297
1024,784,04,Caring for and helping nonhousehold members,905265167,0.009063
1024,784,05,Work and work-related activities,13921669145,0.139376
1024,784,06,Education,1551491862,0.015533
1024,784,07,Consumer purchases,2477109180,0.024799
1024,784,08,Professional and personal care services,539065734,0.005397
1024,784,09,Household services,75992412,0.000761
1024,784,10,Government services and civic obligations,4829683,0.000048
1024,784,11,Eating and drinking,8845280232,0.088554
1024,784,12,"Socializing, relaxing, and leisure",28657560266,0.286903
1024,784,13,"Sports, exercise, and recreation",2300994281,0.023036
1024,784,14,Religious and spiritual activities,393594790,0.00394
1024,784,15,Volunteer activities,660932574,0.006617
1024,784,16,Telephone calls,966000238,0.009671
1024,784,18,Traveling,12748241251,0.127628
1024,784,50,Insufficient detail,652686564,0.006534
1025,785,01,Personal care (incl. sleep),5380657039,0.053868
1025,785,02,Household activities,16542874681,0.165618
1025,785,03,Caring for and helping household members,3030467197,0.030339
1025,785,04,Caring for and helping nonhousehold members,850042409,0.00851
1025,785,05,Work and work-related activities,13955762638,0.139717
1025,785,06,Education,1665241572,0.016671
1025,785,07,Consumer purchases,2462043600,0.024649
1025,785,08,Professional and personal care services,528821142,0.005294
1025,785,09,Household services,85757219,0.000859
1025,785,10,Government services and civic obligations,4829683,0.000048
1025,785,11,Eating and drinking,8982408304,0.089927
1025,785,12,"Socializing, relaxing, and leisure",29025309120,0.290584
1025,785,13,"Sports, exercise, and recreation",2382236942,0.02385
1025,785,14,Religious and spiritual activities,414067367,0.004145
1025,785,15,Volunteer activities,647392057,0.006481
1025,785,16,Telephone calls,960968165,0.009621
1025,785,18,Traveling,12336201099,0.123503
1025,785,50,Insufficient detail,630888684,0.006316
1026,786,01,Personal care (incl. sleep),5396407273,0.054026
1026,786,02,Household activities,16503691928,0.165225
1026,786,03,Caring for and helping household members,3033164556,0.030366
1026,786,04,Caring for and helping nonhousehold members,850042409,0.00851
1026,786,05,Work and work-related activities,13950371492,0.139663
1026,786,06,Education,1665241572,0.016671
1026,786,07,Consumer purchases,2418610132,0.024214
1026,786,08,Professional and personal care services,541693502,0.005423
1026,786,09,Household services,99837175,0.001
1026,786,10,Government services and civic obligations,4829683,0.000048
1026,786,11,Eating and drinking,8898718258,0.089089
1026,786,12,"Socializing, relaxing, and leisure",29059803422,0.29093
1026,786,13,"Sports, exercise, and recreation",2377615365,0.023803
1026,786,14,Religious and spiritual activities,414067367,0.004145
1026,786,15,Volunteer activities,647392057,0.006481
1026,786,16,Telephone calls,960968165,0.009621
1026,786,18,Traveling,12426194824,0.124404
1026,786,50,Insufficient detail,637319736,0.00638
1027,787,01,Personal care (incl. sleep),5466883388,0.054731
1027,787,02,Household activities,16582543777,0.166015
1027,787,03,Caring for and helping household members,2985345325,0.029888
1027,787,04,Caring for and helping nonhousehold members,850042409,0.00851
1027,787,05,Work and work-related activities,13950371492,0.139663
1027,787,06,Education,1665241572,0.016671
1027,787,07,Consumer purchases,2387600825,0.023903
1027,787,08,Professional and personal care services,541693502,0.005423
1027,787,09,Household services,99837175,0.001
1027,787,10,Government services and civic obligations,4829683,0.000048
1027,787,11,Eating and drinking,8903165014,0.089133
1027,787,12,"Socializing, relaxing, and leisure",29059406362,0.290926
1027,787,13,"Sports, exercise, and recreation",2377615365,0.023803
1027,787,14,Religious and spiritual activities,414067367,0.004145
1027,787,15,Volunteer activities,647392057,0.006481
1027,787,16,Telephone calls,944146736,0.009452
1027,787,18,Traveling,12368467132,0.123826
1027,787,50,Insufficient detail,637319736,0.00638
1028,788,01,Personal care (incl. sleep),5446636193,0.054529
1028,788,02,Household activities,16613437420,0.166324
1028,788,03,Caring for and helping household members,3014004696,0.030174
1028,788,04,Caring for and helping nonhousehold members,845445570,0.008464
1028,788,05,Work and work-related activities,13950371492,0.139663
1028,788,06,Education,1665241572,0.016671
1028,788,07,Consumer purchases,2403940698,0.024067
1028,788,08,Professional and personal care services,547051480,0.005477
1028,788,09,Household services,99837175,0.001
1028,788,10,Government services and civic obligations,4829683,0.000048
1028,788,11,Eating and drinking,8940193725,0.089504
1028,788,12,"Socializing, relaxing, and leisure",29089478985,0.291227
1028,788,13,"Sports, exercise, and recreation",2392335300,0.023951
1028,788,14,Religious and spiritual activities,406962843,0.004074
1028,788,15,Volunteer activities,647392057,0.006481
1028,788,16,Telephone calls,944146736,0.009452
1028,788,18,Traveling,12198383302,0.122123
1028,788,50,Insufficient detail,676279987,0.006771
1029,789,01,Personal care (incl. sleep),5443864459,0.054501
1029,789,02,Household activities,16574425266,0.165933
1029,789,03,Caring for and helping household members,3014004696,0.030174
1029,789,04,Caring for and helping nonhousehold members,845445570,0.008464
1029,789,05,Work and work-related activities,13948214986,0.139641
1029,789,06,Education,1665241572,0.016671
1029,789,07,Consumer purchases,2403940698,0.024067
1029,789,08,Professional and personal care services,547051480,0.005477
1029,789,09,Household services,99837175,0.001
1029,789,10,Government services and civic obligations,4829683,0.000048
1029,789,11,Eating and drinking,8940193725,0.089504
1029,789,12,"Socializing, relaxing, and leisure",29128167156,0.291614
1029,789,13,"Sports, exercise, and recreation",2392335300,0.023951
1029,789,14,Religious and spiritual activities,406962843,0.004074
1029,789,15,Volunteer activities,647392057,0.006481
1029,789,16,Telephone calls,947358536,0.009484
1029,789,18,Traveling,12207635387,0.122216
1029,789,50,Insufficient detail,669068325,0.006698
1030,790,01,Personal care (incl. sleep),5603678624,0.056101
1030,790,02,Household activities,16231461088,0.1625
1030,790,03,Caring for and helping household members,3133033739,0.031366
1030,790,04,Caring for and helping nonhousehold members,902319350,0.009033
1030,790,05,Work and work-related activities,13947322423,0.139632
1030,790,06,Education,1695979812,0.016979
1030,790,07,Consumer purchases,2512789682,0.025157
1030,790,08,Professional and personal care services,572645579,0.005733
1030,790,09,Household services,99837175,0.001
1030,790,10,Government services and civic obligations,4829683,0.000048
1030,790,11,Eating and drinking,8956232058,0.089665
1030,790,12,"Socializing, relaxing, and leisure",29677068873,0.297109
1030,790,13,"Sports, exercise, and recreation",2426972873,0.024297
1030,790,14,Religious and spiritual activities,440643182,0.004411
1030,790,15,Volunteer activities,650257346,0.00651
1030,790,16,Telephone calls,955464960,0.009566
1030,790,18,Traveling,11357623175,0.113706
1030,790,50,Insufficient detail,717809292,0.007186
1031,791,01,Personal care (incl. sleep),5686523933,0.05693
1031,791,02,Household activities,16271347515,0.162899
1031,791,03,Caring for and helping household members,3114923547,0.031185
1031,791,04,Caring for and helping nonhousehold members,902319350,0.009033
1031,791,05,Work and work-related activities,13954300709,0.139702
1031,791,06,Education,1695979812,0.016979
1031,791,07,Consumer purchases,2541601649,0.025445
1031,791,08,Professional and personal care services,572645579,0.005733
1031,791,09,Household services,99837175,0.001
1031,791,10,Government services and civic obligations,4829683,0.000048
1031,791,11,Eating and drinking,8932786045,0.08943
1031,791,12,"Socializing, relaxing, and leisure",29669055905,0.297029
1031,791,13,"Sports, exercise, and recreation",2426972873,0.024297
1031,791,14,Religious and spiritual activities,432415818,0.004329
1031,791,15,Volunteer activities,650257346,0.00651
1031,791,16,Telephone calls,955464960,0.009566
1031,791,18,Traveling,11256897725,0.112697
1031,791,50,Insufficient detail,717809292,0.007186
1032,792,01,Personal care (incl. sleep),5683019399,0.056895
1032,792,02,Household activities,16285777046,0.163044
1032,792,03,Caring for and helping household members,3141315120,0.031449
1032,792,04,Caring for and helping nonhousehold members,902319350,0.009033
1032,792,05,Work and work-related activities,13937453974,0.139534
1032,792,06,Education,1695979812,0.016979
1032,792,07,Consumer purchases,2542176920,0.025451
1032,792,08,Professional and personal care services,572645579,0.005733
1032,792,09,Household services,99837175,0.001
1032,792,10,Government services and civic obligations,4829683,0.000048
1032,792,11,Eating and drinking,8958259950,0.089685
1032,792,12,"Socializing, relaxing, and leisure",29755986735,0.2979
1032,792,13,"Sports, exercise, and recreation",2426972873,0.024297
1032,792,14,Religious and spiritual activities,432415818,0.004329
1032,792,15,Volunteer activities,658722191,0.006595
1032,792,16,Telephone calls,948602876,0.009497
1032,792,18,Traveling,11128276175,0.11141
1032,792,50,Insufficient detail,711378240,0.007122
1033,793,01,Personal care (incl. sleep),5700629329,0.057071
1033,793,02,Household activities,16281456953,0.163
1033,793,03,Caring for and helping household members,3141641315,0.031452
1033,793,04,Caring for and helping nonhousehold members,907585365,0.009086
1033,793,05,Work and work-related activities,13918895635,0.139348
1033,793,06,Education,1695979812,0.016979
1033,793,07,Consumer purchases,2560984367,0.025639
1033,793,08,Professional and personal care services,572645579,0.005733
1033,793,09,Household services,107054612,0.001072
1033,793,10,Government services and civic obligations,4829683,0.000048
1033,793,11,Eating and drinking,8978756912,0.08989
1033,793,12,"Socializing, relaxing, and leisure",29821625943,0.298557
1033,793,13,"Sports, exercise, and recreation",2472183433,0.02475
1033,793,14,Religious and spiritual activities,436976990,0.004375
1033,793,15,Volunteer activities,658722191,0.006595
1033,793,16,Telephone calls,936727430,0.009378
1033,793,18,Traveling,10977895126,0.109904
1033,793,50,Insufficient detail,711378240,0.007122
1034,794,01,Personal care (incl. sleep),5697204207,0.057037
1034,794,02,Household activities,16227869457,0.162464
1034,794,03,Caring for and helping household members,3197494326,0.032011
1034,794,04,Caring for and helping nonhousehold members,907585365,0.009086
1034,794,05,Work and work-related activities,13918895635,0.139348
1034,794,06,Education,1695979812,0.016979
1034,794,07,Consumer purchases,2568841899,0.025718
1034,794,08,Professional and personal care services,572645579,0.005733
1034,794,09,Household services,107054612,0.001072
1034,794,10,Government services and civic obligations,4829683,0.000048
1034,794,11,Eating and drinking,9024560791,0.090349
1034,794,12,"Socializing, relaxing, and leisure",29891083140,0.299252
1034,794,13,"Sports, exercise, and recreation",2479234255,0.024821
1034,794,14,Religious and spiritual activities,436976990,0.004375
1034,794,15,Volunteer activities,658722191,0.006595
1034,794,16,Telephone calls,936727430,0.009378
1034,794,18,Traveling,10848885302,0.108613
1034,794,50,Insufficient detail,711378240,0.007122
1035,795,01,Personal care (incl. sleep),5425457789,0.054317
1035,795,02,Household activities,15897145329,0.159153
1035,795,03,Caring for and helping household members,3196057757,0.031997
1035,795,04,Caring for and helping nonhousehold members,1046538656,0.010477
1035,795,05,Work and work-related activities,13524978352,0.135404
1035,795,06,Education,1685468774,0.016874
1035,795,07,Consumer purchases,2646194170,0.026492
1035,795,08,Professional and personal care services,515379139,0.00516
1035,795,09,Household services,114334589,0.001145
1035,795,10,Government services and civic obligations,4829683,0.000048
1035,795,11,Eating and drinking,9525947039,0.095368
1035,795,12,"Socializing, relaxing, and leisure",30494972840,0.305298
1035,795,13,"Sports, exercise, and recreation",2386269064,0.02389
1035,795,14,Religious and spiritual activities,434946340,0.004354
1035,795,15,Volunteer activities,667752610,0.006685
1035,795,16,Telephone calls,990287188,0.009914
1035,795,18,Traveling,10564698746,0.105768
1035,795,50,Insufficient detail,764710854,0.007656
1036,796,01,Personal care (incl. sleep),5404437078,0.054106
1036,796,02,Household activities,15904689375,0.159228
1036,796,03,Caring for and helping household members,3138073141,0.031417
1036,796,04,Caring for and helping nonhousehold members,1076821988,0.010781
1036,796,05,Work and work-related activities,13518000066,0.135334
1036,796,06,Education,1685468774,0.016874
1036,796,07,Consumer purchases,2625363705,0.026284
1036,796,08,Professional and personal care services,544461284,0.005451
1036,796,09,Household services,100254633,0.001004
1036,796,10,Government services and civic obligations,4829683,0.000048
1036,796,11,Eating and drinking,9516814674,0.095277
1036,796,12,"Socializing, relaxing, and leisure",30562610844,0.305975
1036,796,13,"Sports, exercise, and recreation",2386269064,0.02389
1036,796,14,Religious and spiritual activities,434946340,0.004354
1036,796,15,Volunteer activities,673160808,0.006739
1036,796,16,Telephone calls,990287188,0.009914
1036,796,18,Traveling,10554769419,0.105668
1036,796,50,Insufficient detail,764710854,0.007656
1037,797,01,Personal care (incl. sleep),5420210895,0.054264
1037,797,02,Household activities,15852665953,0.158708
1037,797,03,Caring for and helping household members,3135511899,0.031391
1037,797,04,Caring for and helping nonhousehold members,1085372235,0.010866
1037,797,05,Work and work-related activities,13537177409,0.135526
1037,797,06,Education,1685468774,0.016874
1037,797,07,Consumer purchases,2701450432,0.027045
1037,797,08,Professional and personal care services,526174787,0.005268
1037,797,09,Household services,100254633,0.001004
1037,797,10,Government services and civic obligations,4829683,0.000048
1037,797,11,Eating and drinking,9448906193,0.094597
1037,797,12,"Socializing, relaxing, and leisure",30721541760,0.307566
1037,797,13,"Sports, exercise, and recreation",2377917330,0.023806
1037,797,14,Religious and spiritual activities,437882975,0.004384
1037,797,15,Volunteer activities,673160808,0.006739
1037,797,16,Telephone calls,987366188,0.009885
1037,797,18,Traveling,10394394299,0.104063
1037,797,50,Insufficient detail,795682664,0.007966
1038,798,01,Personal care (incl. sleep),5408995357,0.054152
1038,798,02,Household activities,15796967204,0.15815
1038,798,03,Caring for and helping household members,3125023991,0.031286
1038,798,04,Caring for and helping nonhousehold members,1034105649,0.010353
1038,798,05,Work and work-related activities,13527043668,0.135425
1038,798,06,Education,1685468774,0.016874
1038,798,07,Consumer purchases,2683574228,0.026866
1038,798,08,Professional and personal care services,576037735,0.005767
1038,798,09,Household services,100254633,0.001004
1038,798,10,Government services and civic obligations,4829683,0.000048
1038,798,11,Eating and drinking,9583737419,0.095947
1038,798,12,"Socializing, relaxing, and leisure",30709748309,0.307448
1038,798,13,"Sports, exercise, and recreation",2368306708,0.02371
1038,798,14,Religious and spiritual activities,437882975,0.004384
1038,798,15,Volunteer activities,673160808,0.006739
1038,798,16,Telephone calls,1000683768,0.010018
1038,798,18,Traveling,10374465344,0.103863
1038,798,50,Insufficient detail,795682664,0.007966
1039,799,01,Personal care (incl. sleep),5372575977,0.053787
1039,799,02,Household activities,15736049995,0.15754
1039,799,03,Caring for and helping household members,3143914950,0.031475
1039,799,04,Caring for and helping nonhousehold members,1034105649,0.010353
1039,799,05,Work and work-related activities,13513375841,0.135288
1039,799,06,Education,1685468774,0.016874
1039,799,07,Consumer purchases,2688555365,0.026916
1039,799,08,Professional and personal care services,576037735,0.005767
1039,799,09,Household services,100254633,0.001004
1039,799,10,Government services and civic obligations,4829683,0.000048
1039,799,11,Eating and drinking,9612176380,0.096231
1039,799,12,"Socializing, relaxing, and leisure",30790762410,0.308259
1039,799,13,"Sports, exercise, and recreation",2368306708,0.02371
1039,799,14,Religious and spiritual activities,437882975,0.004384
1039,799,15,Volunteer activities,673160808,0.006739
1039,799,16,Telephone calls,1000683768,0.010018
1039,799,18,Traveling,10352144601,0.10364
1039,799,50,Insufficient detail,795682664,0.007966
1040,800,01,Personal care (incl. sleep),5339504758,0.053456
1040,800,02,Household activities,15859277446,0.158774
1040,800,03,Caring for and helping household members,2901079619,0.029044
1040,800,04,Caring for and helping nonhousehold members,1008596577,0.010097
1040,800,05,Work and work-related activities,13544704756,0.135602
1040,800,06,Education,1927853655,0.019301
1040,800,07,Consumer purchases,2642123966,0.026451
1040,800,08,Professional and personal care services,583584692,0.005843
1040,800,09,Household services,115688526,0.001158
1040,800,10,Government services and civic obligations,4829683,0.000048
1040,800,11,Eating and drinking,10007396911,0.100188
1040,800,12,"Socializing, relaxing, and leisure",31246523332,0.312822
1040,800,13,"Sports, exercise, and recreation",2337002965,0.023397
1040,800,14,Religious and spiritual activities,442928134,0.004434
1040,800,15,Volunteer activities,656579931,0.006573
1040,800,16,Telephone calls,901231345,0.009023
1040,800,18,Traveling,9494065646,0.095049
1040,800,50,Insufficient detail,872996973,0.00874
1041,801,01,Personal care (incl. sleep),5350969565,0.053571
1041,801,02,Household activities,15788719276,0.158067
1041,801,03,Caring for and helping household members,2916388858,0.029197
1041,801,04,Caring for and helping nonhousehold members,1008596577,0.010097
1041,801,05,Work and work-related activities,13544704756,0.135602
1041,801,06,Education,1927853655,0.019301
1041,801,07,Consumer purchases,2622738371,0.026257
1041,801,08,Professional and personal care services,583584692,0.005843
1041,801,09,Household services,115688526,0.001158
1041,801,10,Government services and civic obligations,4829683,0.000048
1041,801,11,Eating and drinking,10138785398,0.101504
1041,801,12,"Socializing, relaxing, and leisure",31190470282,0.312261
1041,801,13,"Sports, exercise, and recreation",2337002965,0.023397
1041,801,14,Religious and spiritual activities,494706469,0.004953
1041,801,15,Volunteer activities,656579931,0.006573
1041,801,16,Telephone calls,894130619,0.008952
1041,801,18,Traveling,9437222318,0.09448
1041,801,50,Insufficient detail,872996973,0.00874
1042,802,01,Personal care (incl. sleep),5395202800,0.054014
1042,802,02,Household activities,15729210534,0.157472
1042,802,03,Caring for and helping household members,2927626585,0.02931
1042,802,04,Caring for and helping nonhousehold members,1031242200,0.010324
1042,802,05,Work and work-related activities,13580972475,0.135965
1042,802,06,Education,1927853655,0.019301
1042,802,07,Consumer purchases,2568450760,0.025714
1042,802,08,Professional and personal care services,590130735,0.005908
1042,802,09,Household services,115688526,0.001158
1042,802,10,Government services and civic obligations,4829683,0.000048
1042,802,11,Eating and drinking,10193856770,0.102055
1042,802,12,"Socializing, relaxing, and leisure",31136434445,0.31172
1042,802,13,"Sports, exercise, and recreation",2337002965,0.023397
1042,802,14,Religious and spiritual activities,494706469,0.004953
1042,802,15,Volunteer activities,656579931,0.006573
1042,802,16,Telephone calls,905944218,0.00907
1042,802,18,Traveling,9406307348,0.09417
1042,802,50,Insufficient detail,883928817,0.008849
1043,803,01,Personal care (incl. sleep),5385160966,0.053913
1043,803,02,Household activities,15693589774,0.157115
1043,803,03,Caring for and helping household members,2913403979,0.029167
1043,803,04,Caring for and helping nonhousehold members,1008596577,0.010097
1043,803,05,Work and work-related activities,13585789164,0.136013
1043,803,06,Education,1879956603,0.018821
1043,803,07,Consumer purchases,2597948527,0.026009
1043,803,08,Professional and personal care services,590130735,0.005908
1043,803,09,Household services,115688526,0.001158
1043,803,10,Government services and civic obligations,4829683,0.000048
1043,803,11,Eating and drinking,10193159438,0.102048
1043,803,12,"Socializing, relaxing, and leisure",31164773008,0.312004
1043,803,13,"Sports, exercise, and recreation",2331600213,0.023343
1043,803,14,Religious and spiritual activities,503509999,0.005041
1043,803,15,Volunteer activities,652379697,0.006531
1043,803,16,Telephone calls,905944218,0.00907
1043,803,18,Traveling,9475578992,0.094864
1043,803,50,Insufficient detail,883928817,0.008849
1044,804,01,Personal care (incl. sleep),5404700430,0.054109
1044,804,02,Household activities,15712287449,0.157302
1044,804,03,Caring for and helping household members,2938128494,0.029415
1044,804,04,Caring for and helping nonhousehold members,1008596577,0.010097
1044,804,05,Work and work-related activities,13585789164,0.136013
1044,804,06,Education,1879956603,0.018821
1044,804,07,Consumer purchases,2597948527,0.026009
1044,804,08,Professional and personal care services,590130735,0.005908
1044,804,09,Household services,115688526,0.001158
1044,804,10,Government services and civic obligations,4829683,0.000048
1044,804,11,Eating and drinking,10172477163,0.101841
1044,804,12,"Socializing, relaxing, and leisure",31126876443,0.311624
1044,804,13,"Sports, exercise, and recreation",2331600213,0.023343
1044,804,14,Religious and spiritual activities,503509999,0.005041
1044,804,15,Volunteer activities,652379697,0.006531
1044,804,16,Telephone calls,905944218,0.00907
1044,804,18,Traveling,9471196179,0.09482
1044,804,50,Insufficient detail,883928817,0.008849
1045,805,01,Personal care (incl. sleep),5364584357,0.053707
1045,805,02,Household activities,15573676839,0.155915
1045,805,03,Caring for and helping household members,2917279436,0.029206
1045,805,04,Caring for and helping nonhousehold members,1031967854,0.010331
1045,805,05,Work and work-related activities,13591137580,0.136067
1045,805,06,Education,1861209202,0.018633
1045,805,07,Consumer purchases,2494983799,0.024978
1045,805,08,Professional and personal care services,588232437,0.005889
1045,805,09,Household services,105506445,0.001056
1045,805,10,Government services and civic obligations,4829683,0.000048
1045,805,11,Eating and drinking,10472426655,0.104844
1045,805,12,"Socializing, relaxing, and leisure",31496765009,0.315327
1045,805,13,"Sports, exercise, and recreation",2330997594,0.023337
1045,805,14,Religious and spiritual activities,496650744,0.004972
1045,805,15,Volunteer activities,664483158,0.006652
1045,805,16,Telephone calls,932014584,0.009331
1045,805,18,Traveling,9103778590,0.091142
1045,805,50,Insufficient detail,855444951,0.008564
1046,806,01,Personal care (incl. sleep),5347555564,0.053537
1046,806,02,Household activities,15500674520,0.155184
1046,806,03,Caring for and helping household members,2929803547,0.029331
1046,806,04,Caring for and helping nonhousehold members,1031967854,0.010331
1046,806,05,Work and work-related activities,13591137580,0.136067
1046,806,06,Education,1861209202,0.018633
1046,806,07,Consumer purchases,2494541727,0.024974
1046,806,08,Professional and personal care services,588232437,0.005889
1046,806,09,Household services,105506445,0.001056
1046,806,10,Government services and civic obligations,4829683,0.000048
1046,806,11,Eating and drinking,10486473345,0.104984
1046,806,12,"Socializing, relaxing, and leisure",31584828463,0.316209
1046,806,13,"Sports, exercise, and recreation",2330997594,0.023337
1046,806,14,Religious and spiritual activities,500162740,0.005007
1046,806,15,Volunteer activities,664483158,0.006652
1046,806,16,Telephone calls,922283390,0.009233
1046,806,18,Traveling,9085836717,0.090962
1046,806,50,Insufficient detail,855444951,0.008564
1047,807,01,Personal care (incl. sleep),5427757082,0.05434
1047,807,02,Household activities,15560250819,0.15578
1047,807,03,Caring for and helping household members,2925363941,0.029287
1047,807,04,Caring for and helping nonhousehold members,1031967854,0.010331
1047,807,05,Work and work-related activities,13572303081,0.135878
1047,807,06,Education,1861209202,0.018633
1047,807,07,Consumer purchases,2465232738,0.02468
1047,807,08,Professional and personal care services,567252302,0.005679
1047,807,09,Household services,105506445,0.001056
1047,807,10,Government services and civic obligations,4829683,0.000048
1047,807,11,Eating and drinking,10501858594,0.105138
1047,807,12,"Socializing, relaxing, and leisure",31567256762,0.316033
1047,807,13,"Sports, exercise, and recreation",2330997594,0.023337
1047,807,14,Religious and spiritual activities,500162740,0.005007
1047,807,15,Volunteer activities,664483158,0.006652
1047,807,16,Telephone calls,903983266,0.00905
1047,807,18,Traveling,9040108706,0.090504
1047,807,50,Insufficient detail,855444951,0.008564
1048,808,01,Personal care (incl. sleep),5435335540,0.054415
1048,808,02,Household activities,15617273621,0.156351
1048,808,03,Caring for and helping household members,2900569311,0.029039
1048,808,04,Caring for and helping nonhousehold members,1031967854,0.010331
1048,808,05,Work and work-related activities,13567486392,0.13583
1048,808,06,Education,1861209202,0.018633
1048,808,07,Consumer purchases,2484606227,0.024874
1048,808,08,Professional and personal care services,567252302,0.005679
1048,808,09,Household services,105506445,0.001056
1048,808,10,Government services and civic obligations,4829683,0.000048
1048,808,11,Eating and drinking,10477267530,0.104892
1048,808,12,"Socializing, relaxing, and leisure",31526624241,0.315626
1048,808,13,"Sports, exercise, and recreation",2323419136,0.023261
1048,808,14,Religious and spiritual activities,500162740,0.005007
1048,808,15,Volunteer activities,664483158,0.006652
1048,808,16,Telephone calls,903983266,0.00905
1048,808,18,Traveling,9058547318,0.090689
1048,808,50,Insufficient detail,855444951,0.008564
1049,809,01,Personal care (incl. sleep),5423870733,0.054301
1049,809,02,Household activities,15600764849,0.156186
1049,809,03,Caring for and helping household members,2900569311,0.029039
1049,809,04,Caring for and helping nonhousehold members,1050078046,0.010513
1049,809,05,Work and work-related activities,13583994115,0.135995
1049,809,06,Education,1861209202,0.018633
1049,809,07,Consumer purchases,2540088271,0.02543
1049,809,08,Professional and personal care services,567252302,0.005679
1049,809,09,Household services,105506445,0.001056
1049,809,10,Government services and civic obligations,4829683,0.000048
1049,809,11,Eating and drinking,10460508349,0.104725
1049,809,12,"Socializing, relaxing, and leisure",31504888751,0.315409
1049,809,13,"Sports, exercise, and recreation",2323419136,0.023261
1049,809,14,Religious and spiritual activities,500162740,0.005007
1049,809,15,Volunteer activities,664483158,0.006652
1049,809,16,Telephone calls,903983266,0.00905
1049,809,18,Traveling,9034915610,0.090452
1049,809,50,Insufficient detail,855444951,0.008564
1050,810,01,Personal care (incl. sleep),5856660322,0.058633
1050,810,02,Household activities,15952646241,0.159709
1050,810,03,Caring for and helping household members,2865504285,0.028688
1050,810,04,Caring for and helping nonhousehold members,1083289230,0.010845
1050,810,05,Work and work-related activities,11275993586,0.112889
1050,810,06,Education,1657428880,0.016593
1050,810,07,Consumer purchases,2278282782,0.022809
1050,810,08,Professional and personal care services,473262365,0.004738
1050,810,09,Household services,105506445,0.001056
1050,810,10,Government services and civic obligations,4829683,0.000048
1050,810,11,Eating and drinking,11596858834,0.116101
1050,810,12,"Socializing, relaxing, and leisure",31250788762,0.312865
1050,810,13,"Sports, exercise, and recreation",2346996507,0.023497
1050,810,14,Religious and spiritual activities,540299788,0.005409
1050,810,15,Volunteer activities,661515373,0.006623
1050,810,16,Telephone calls,918034338,0.009191
1050,810,18,Traveling,10207751476,0.102194
1050,810,50,Insufficient detail,810320019,0.008112
1051,811,01,Personal care (incl. sleep),5844807234,0.058515
1051,811,02,Household activities,15947083702,0.159653
1051,811,03,Caring for and helping household members,2836577439,0.028398
1051,811,04,Caring for and helping nonhousehold members,1093215202,0.010945
1051,811,05,Work and work-related activities,11253000156,0.112658
1051,811,06,Education,1657428880,0.016593
1051,811,07,Consumer purchases,2278282782,0.022809
1051,811,08,Professional and personal care services,473262365,0.004738
1051,811,09,Household services,105506445,0.001056
1051,811,10,Government services and civic obligations,4829683,0.000048
1051,811,11,Eating and drinking,11650648979,0.116639
1051,811,12,"Socializing, relaxing, and leisure",31257792095,0.312935
1051,811,13,"Sports, exercise, and recreation",2331700388,0.023344
1051,811,14,Religious and spiritual activities,540299788,0.005409
1051,811,15,Volunteer activities,661515373,0.006623
1051,811,16,Telephone calls,932114294,0.009332
1051,811,18,Traveling,10196119132,0.102078
1051,811,50,Insufficient detail,821784980,0.008227
1052,812,01,Personal care (incl. sleep),5849567359,0.058562
1052,812,02,Household activities,15967184816,0.159854
1052,812,03,Caring for and helping household members,2840702375,0.028439
1052,812,04,Caring for and helping nonhousehold members,1093215202,0.010945
1052,812,05,Work and work-related activities,11253000156,0.112658
1052,812,06,Education,1657428880,0.016593
